id,estado,municipio,poblacion,indice_marginacion 
8158,Oaxaca,Municipio_0008158,1731400,0.9708
8159,Morelos,Municipio_0008159,1174940,-1.4892
8160,Tabasco,Municipio_0008160,1550163,-2.3718
8161,Durango,Municipio_0008161,1916516,0.529
8162,Michoacan,Municipio_0008162,1344923,0.8145
8163,Campeche,Municipio_0008163,1999673,-0.71
8164,Tlaxcala,Municipio_0008164,124124,-0.9969
8165,Mexico,Municipio_0008165,222207,1.5706
8166,Nuevo Leon,Municipio_0008166,1332691,-1.964
8167,Queretaro,Municipio_0008167,1016641,-0.5863
8168,Durango,Municipio_0008168,551578,1.2744
8169,Colima,Municipio_0008169,1927421,0.4469
8170,Tlaxcala,Municipio_0008170,800322,-1.787
8171,Tlaxcala,Municipio_0008171,1194140,1.7041
8172,Tabasco,Municipio_0008172,1801309,0.781
8173,Quintana Roo,Municipio_0008173,446985,1.5925
8174,Campeche,Municipio_0008174,1909672,-1.3838
8175,Baja California,Municipio_0008175,579763,-0.4255
8176,Guerrero,Municipio_0008176,1513280,-0.1788
8177,Oaxaca,Municipio_0008177,604057,-1.8252
8178,Michoacan,Municipio_0008178,1349093,0.2569
8179,Campeche,Municipio_0008179,1274931,0.5546
8180,Queretaro,Municipio_0008180,900228,-0.3149
8181,Michoacan,Municipio_0008181,581776,1.9875
8182,Sinaloa,Municipio_0008182,471600,1.0104
8183,Mexico,Municipio_0008183,402121,-2.1301
8184,Chiapas,Municipio_0008184,479293,-1.0221
8185,Yucatan,Municipio_0008185,1483303,-1.8922
8186,Queretaro,Municipio_0008186,209046,-1.6704
8187,Chiapas,Municipio_0008187,1679404,0.4459
8188,Hidalgo,Municipio_0008188,968453,0.6483
8189,Guanajuato,Municipio_0008189,1820174,0.9076
8190,Chihuahua,Municipio_0008190,779781,-2.0442
8191,Jalisco,Municipio_0008191,1788459,-2.3774
8192,Durango,Municipio_0008192,1544901,1.244
8193,Nuevo Leon,Municipio_0008193,1918761,0.7545
8194,Veracruz,Municipio_0008194,1686726,-1.2749
8195,Colima,Municipio_0008195,1118989,0.174
8196,Puebla,Municipio_0008196,1027267,0.2808
8197,Tamaulipas,Municipio_0008197,599058,1.2459
8198,Nuevo Leon,Municipio_0008198,521806,-0.6242
8199,Mexico,Municipio_0008199,654866,0.5881
8200,Michoacan,Municipio_0008200,1170840,1.3075
8201,Veracruz,Municipio_0008201,843186,-0.9779
8202,Guanajuato,Municipio_0008202,466050,-0.4255
8203,Coahuila,Municipio_0008203,217676,0.7327
8204,Morelos,Municipio_0008204,379646,-1.7384
8205,Tamaulipas,Municipio_0008205,689488,1.1374
8206,Aguascalientes,Municipio_0008206,1552291,-1.7583
8207,Guerrero,Municipio_0008207,1641481,2.129
8208,Colima,Municipio_0008208,1840047,-1.7997
8209,Chihuahua,Municipio_0008209,1110964,-2.4876
8210,Durango,Municipio_0008210,588366,0.7636
8211,Queretaro,Municipio_0008211,256487,1.699
8212,Nayarit,Municipio_0008212,1276847,0.7751
8213,Jalisco,Municipio_0008213,795801,0.9638
8214,Campeche,Municipio_0008214,1464756,-2.3563
8215,Guanajuato,Municipio_0008215,82644,2.109
8216,Chiapas,Municipio_0008216,1692958,-1.0666
8217,Tabasco,Municipio_0008217,509803,2.4576
8218,Quintana Roo,Municipio_0008218,1051300,-0.1835
8219,Durango,Municipio_0008219,1714446,-1.1476
8220,Tabasco,Municipio_0008220,909742,-0.1773
8221,San Luis Potosi,Municipio_0008221,1536754,-1.0691
8222,Oaxaca,Municipio_0008222,1121995,-0.2611
8223,Zacatecas,Municipio_0008223,1495167,-1.5511
8224,Quintana Roo,Municipio_0008224,1494200,0.5005
8225,Hidalgo,Municipio_0008225,1808777,-0.8995
8226,Baja California,Municipio_0008226,862647,-1.5058
8227,Morelos,Municipio_0008227,736351,0.5405
8228,Guerrero,Municipio_0008228,425130,-2.1665
8229,Tamaulipas,Municipio_0008229,898799,0.9984
8230,Tamaulipas,Municipio_0008230,1810074,2.2068
8231,Aguascalientes,Municipio_0008231,811233,-1.0267
8232,Veracruz,Municipio_0008232,955794,1.2
8233,Sinaloa,Municipio_0008233,1733684,-0.6527
8234,Mexico,Municipio_0008234,184982,1.78
8235,Tamaulipas,Municipio_0008235,382896,1.8686
8236,Yucatan,Municipio_0008236,1085825,1.7819
8237,Sinaloa,Municipio_0008237,1544084,-1.6641
8238,Veracruz,Municipio_0008238,790150,0.0512
8239,Zacatecas,Municipio_0008239,513226,0.1243
8240,Sonora,Municipio_0008240,100456,0.0105
8241,Guanajuato,Municipio_0008241,1853511,-0.182
8242,Chihuahua,Municipio_0008242,627453,2.032
8243,Zacatecas,Municipio_0008243,540621,-2.4895
8244,Chiapas,Municipio_0008244,913599,1.6932
8245,Aguascalientes,Municipio_0008245,544606,-0.9176
8246,Oaxaca,Municipio_0008246,181475,2.1531
8247,Chihuahua,Municipio_0008247,456453,0.0939
8248,Michoacan,Municipio_0008248,1439532,-2.0117
8249,Aguascalientes,Municipio_0008249,967531,-1.2809
8250,Sinaloa,Municipio_0008250,1335339,-0.5522
8251,Aguascalientes,Municipio_0008251,1128925,-1.3134
8252,Sinaloa,Municipio_0008252,516063,1.2556
8253,Tlaxcala,Municipio_0008253,70218,1.39
8254,Mexico,Municipio_0008254,1428125,0.6396
8255,San Luis Potosi,Municipio_0008255,679898,1.1863
8256,Nayarit,Municipio_0008256,1611598,1.4302
8257,San Luis Potosi,Municipio_0008257,1629453,-0.8118
8258,Nuevo Leon,Municipio_0008258,1751503,-1.4573
8259,Queretaro,Municipio_0008259,1029477,1.2624
8260,Tabasco,Municipio_0008260,636404,0.8413
8261,Guanajuato,Municipio_0008261,205396,-1.0024
8262,Baja California,Municipio_0008262,467944,-2.1137
8263,Nayarit,Municipio_0008263,996184,0.2939
8264,Sinaloa,Municipio_0008264,1324152,1.3225
8265,Morelos,Municipio_0008265,1553434,1.1898
8266,Sinaloa,Municipio_0008266,173090,1.451
8267,Durango,Municipio_0008267,904762,-2.0159
8268,Guerrero,Municipio_0008268,1029208,1.6164
8269,Jalisco,Municipio_0008269,248725,-0.4522
8270,Yucatan,Municipio_0008270,1955739,1.7736
8271,Coahuila,Municipio_0008271,131694,-2.0725
8272,Quintana Roo,Municipio_0008272,1415809,0.2195
8273,Veracruz,Municipio_0008273,1021286,0.8848
8274,Jalisco,Municipio_0008274,36008,2.069
8275,Sonora,Municipio_0008275,283063,2.1848
8276,Nuevo Leon,Municipio_0008276,315435,1.8121
8277,Queretaro,Municipio_0008277,1378818,2.2897
8278,Campeche,Municipio_0008278,1905484,-1.2988
8279,Nayarit,Municipio_0008279,565154,1.8879
8280,Campeche,Municipio_0008280,1989396,-0.3999
8281,Durango,Municipio_0008281,1037948,1.5828
8282,Sinaloa,Municipio_0008282,1354857,-1.0912
8283,Baja California,Municipio_0008283,582641,-1.39
8284,Tabasco,Municipio_0008284,1470514,-1.582
8285,Baja California,Municipio_0008285,717336,-0.2109
8286,Tamaulipas,Municipio_0008286,1307550,-1.7422
8287,Baja California,Municipio_0008287,1802544,-0.6199
8288,Oaxaca,Municipio_0008288,1430228,-1.538
8289,Baja California,Municipio_0008289,1509257,1.4415
8290,Durango,Municipio_0008290,1771665,1.5947
8291,Tabasco,Municipio_0008291,1732537,-1.2042
8292,Guerrero,Municipio_0008292,1794879,0.7215
8293,Puebla,Municipio_0008293,1928352,-0.9832
8294,Sonora,Municipio_0008294,966845,1.1435
8295,Guerrero,Municipio_0008295,1428092,2.0816
8296,Aguascalientes,Municipio_0008296,796898,-1.5302
8297,Veracruz,Municipio_0008297,1035887,0.154
8298,Tamaulipas,Municipio_0008298,657090,0.7837
8299,Mexico,Municipio_0008299,1005334,-1.2095
8300,Michoacan,Municipio_0008300,1999568,0.7796
8301,Tamaulipas,Municipio_0008301,760854,-0.9616
8302,Quintana Roo,Municipio_0008302,583497,0.1078
8303,Hidalgo,Municipio_0008303,1497244,-1.3748
8304,Sinaloa,Municipio_0008304,556331,-0.8114
8305,Yucatan,Municipio_0008305,1760740,-1.0947
8306,Morelos,Municipio_0008306,991420,0.1859
8307,Coahuila,Municipio_0008307,1139092,-1.8709
8308,Jalisco,Municipio_0008308,81636,0.675
8309,Sinaloa,Municipio_0008309,1627755,0.7714
8310,Morelos,Municipio_0008310,1643704,1.0654
8311,Chiapas,Municipio_0008311,1240400,1.8208
8312,Baja California,Municipio_0008312,585796,-1.6952
8313,Nuevo Leon,Municipio_0008313,589781,-0.5711
8314,Michoacan,Municipio_0008314,333061,0.0647
8315,Aguascalientes,Municipio_0008315,1686672,-0.9676
8316,Veracruz,Municipio_0008316,781696,-0.8495
8317,Sonora,Municipio_0008317,1496928,-1.9306
8318,Durango,Municipio_0008318,1756344,0.0177
8319,Quintana Roo,Municipio_0008319,1189444,-0.408
8320,Coahuila,Municipio_0008320,805282,0.632
8321,Michoacan,Municipio_0008321,1772086,0.2559
8322,Hidalgo,Municipio_0008322,677647,-1.2863
8323,Colima,Municipio_0008323,577112,-0.1058
8324,Michoacan,Municipio_0008324,1711950,0.1885
8325,San Luis Potosi,Municipio_0008325,600499,1.7602
8326,Jalisco,Municipio_0008326,1116637,-0.6474
8327,Zacatecas,Municipio_0008327,453800,1.1971
8328,Aguascalientes,Municipio_0008328,1906855,2.3062
8329,San Luis Potosi,Municipio_0008329,649572,-1.7609
8330,Queretaro,Municipio_0008330,675883,-2.1584
8331,Jalisco,Municipio_0008331,70172,0.911
8332,Quintana Roo,Municipio_0008332,899573,-1.8084
8333,Colima,Municipio_0008333,1257973,0.9931
8334,Tamaulipas,Municipio_0008334,1851921,1.9422
8335,Nuevo Leon,Municipio_0008335,500198,-1.4808
8336,Quintana Roo,Municipio_0008336,160323,-0.9458
8337,Guerrero,Municipio_0008337,1043782,-1.3497
8338,Baja California,Municipio_0008338,1994804,-2.1682
8339,Hidalgo,Municipio_0008339,76454,-0.8214
8340,Coahuila,Municipio_0008340,403025,2.1073
8341,Jalisco,Municipio_0008341,24243,1.4303
8342,Durango,Municipio_0008342,1371558,-2.2128
8343,Oaxaca,Municipio_0008343,1258038,-0.401
8344,Sinaloa,Municipio_0008344,1314920,1.9889
8345,Colima,Municipio_0008345,1862422,0.6593
8346,Guanajuato,Municipio_0008346,611139,1.3867
8347,Sonora,Municipio_0008347,12660,-0.4505
8348,Puebla,Municipio_0008348,1028390,-2.1026
8349,Tamaulipas,Municipio_0008349,944829,-0.3891
8350,Sonora,Municipio_0008350,274009,-2.3522
8351,Jalisco,Municipio_0008351,1264017,0.8698
8352,Tlaxcala,Municipio_0008352,1835038,2.0606
8353,Tlaxcala,Municipio_0008353,1735939,-0.8932
8354,Tamaulipas,Municipio_0008354,1545396,0.5333
8355,Campeche,Municipio_0008355,213000,-0.0319
8356,Michoacan,Municipio_0008356,485870,-0.7329
8357,Zacatecas,Municipio_0008357,1295026,-0.4917
8358,Michoacan,Municipio_0008358,829293,1.9539
8359,Queretaro,Municipio_0008359,1288067,-1.21
8360,Chihuahua,Municipio_0008360,1042438,2.2155
8361,Campeche,Municipio_0008361,1491939,-0.8002
8362,Oaxaca,Municipio_0008362,13234,0.033
8363,Durango,Municipio_0008363,1864156,1.7751
8364,Yucatan,Municipio_0008364,279178,0.7409
8365,Chihuahua,Municipio_0008365,1449821,1.918
8366,Sinaloa,Municipio_0008366,819057,-1.773
8367,Chihuahua,Municipio_0008367,1984109,-1.9885
8368,Chihuahua,Municipio_0008368,1821590,1.4179
8369,Colima,Municipio_0008369,3434,1.6538
8370,Morelos,Municipio_0008370,1843617,-2.4584
8371,Hidalgo,Municipio_0008371,1023178,-1.4714
8372,Quintana Roo,Municipio_0008372,44043,-1.1767
8373,Campeche,Municipio_0008373,1209238,-0.357
8374,Jalisco,Municipio_0008374,1108126,1.9178
8375,Jalisco,Municipio_0008375,214585,-0.174
8376,Coahuila,Municipio_0008376,343178,0.9553
8377,Morelos,Municipio_0008377,1564833,1.1815
8378,Oaxaca,Municipio_0008378,1545947,-1.7703
8379,Mexico,Municipio_0008379,1270878,0.7294
8380,Yucatan,Municipio_0008380,1487212,0.4683
8381,San Luis Potosi,Municipio_0008381,1891994,-2.045
8382,Colima,Municipio_0008382,1349351,-2.4209
8383,Coahuila,Municipio_0008383,1749380,0.9672
8384,Coahuila,Municipio_0008384,1790726,-2.3405
8385,Mexico,Municipio_0008385,1093543,0.9114
8386,Tabasco,Municipio_0008386,677819,0.1535
8387,Tamaulipas,Municipio_0008387,1105938,2.1919
8388,Jalisco,Municipio_0008388,1549564,-0.6417
8389,Jalisco,Municipio_0008389,246917,0.9885
8390,Queretaro,Municipio_0008390,622063,-0.6141
8391,Nuevo Leon,Municipio_0008391,99700,-0.3546
8392,Jalisco,Municipio_0008392,581821,0.6449
8393,Guerrero,Municipio_0008393,808467,-1.1418
8394,Nuevo Leon,Municipio_0008394,437085,-2.2469
8395,Tlaxcala,Municipio_0008395,1717019,1.4282
8396,Durango,Municipio_0008396,498905,0.8489
8397,Veracruz,Municipio_0008397,816456,0.7921
8398,Sinaloa,Municipio_0008398,1463800,1.6263
8399,Veracruz,Municipio_0008399,1836194,-0.6959
8400,Quintana Roo,Municipio_0008400,190855,-0.5909
8401,Quintana Roo,Municipio_0008401,1048354,-0.2237
8402,Durango,Municipio_0008402,1327223,-1.9115
8403,Hidalgo,Municipio_0008403,378667,-2.4158
8404,Nuevo Leon,Municipio_0008404,820095,-0.5824
8405,Tamaulipas,Municipio_0008405,1006802,0.7195
8406,Sonora,Municipio_0008406,1579591,2.4253
8407,Michoacan,Municipio_0008407,1052987,2.3089
8408,Jalisco,Municipio_0008408,1703595,-0.4347
8409,Zacatecas,Municipio_0008409,910855,1.6259
8410,Guanajuato,Municipio_0008410,1119050,1.5275
8411,Zacatecas,Municipio_0008411,1248906,1.5167
8412,Chiapas,Municipio_0008412,252913,0.6722
8413,Tlaxcala,Municipio_0008413,730160,-0.3153
8414,Veracruz,Municipio_0008414,802453,0.7602
8415,Guerrero,Municipio_0008415,1091086,-0.3212
8416,Jalisco,Municipio_0008416,1468977,1.0452
8417,Michoacan,Municipio_0008417,1661534,-1.7972
8418,Hidalgo,Municipio_0008418,1473134,1.8276
8419,Chiapas,Municipio_0008419,682988,0.8761
8420,Veracruz,Municipio_0008420,108598,-1.8168
8421,Tlaxcala,Municipio_0008421,1918594,2.4489
8422,Jalisco,Municipio_0008422,1853897,-0.432
8423,Sonora,Municipio_0008423,1848410,2.2399
8424,Sonora,Municipio_0008424,886594,-1.6412
8425,Chihuahua,Municipio_0008425,851064,-0.4926
8426,Chiapas,Municipio_0008426,1734188,-1.194
8427,Sinaloa,Municipio_0008427,356458,-0.025
8428,Jalisco,Municipio_0008428,538525,-2.0227
8429,Sonora,Municipio_0008429,80684,0.8252
8430,Queretaro,Municipio_0008430,404366,0.2451
8431,San Luis Potosi,Municipio_0008431,1855099,-2.0958
8432,Tamaulipas,Municipio_0008432,1113453,-1.6434
8433,Michoacan,Municipio_0008433,797050,-1.2515
8434,Coahuila,Municipio_0008434,1216224,2.047
8435,Sinaloa,Municipio_0008435,1180940,-2.4325
8436,Jalisco,Municipio_0008436,1400887,-1.4457
8437,Durango,Municipio_0008437,1453844,0.1745
8438,Queretaro,Municipio_0008438,1233726,2.2374
8439,Guerrero,Municipio_0008439,173786,1.5549
8440,Yucatan,Municipio_0008440,1446806,2.2743
8441,Tlaxcala,Municipio_0008441,765817,2.0777
8442,Tamaulipas,Municipio_0008442,1699651,2.2357
8443,Guerrero,Municipio_0008443,673698,2.2712
8444,Tlaxcala,Municipio_0008444,1648438,-0.8441
8445,Tabasco,Municipio_0008445,712616,1.9954
8446,Zacatecas,Municipio_0008446,905862,0.9897
8447,Baja California,Municipio_0008447,1045994,0.7223
8448,Hidalgo,Municipio_0008448,440995,0.729
8449,Aguascalientes,Municipio_0008449,1538902,-0.8872
8450,Nuevo Leon,Municipio_0008450,14230,0.5056
8451,Queretaro,Municipio_0008451,1181619,1.9832
8452,Baja California,Municipio_0008452,1335283,0.5174
8453,Jalisco,Municipio_0008453,1218717,0.9868
8454,Tlaxcala,Municipio_0008454,693143,2.3289
8455,Puebla,Municipio_0008455,730436,-1.466
8456,Chihuahua,Municipio_0008456,1285047,-2.4713
8457,Guanajuato,Municipio_0008457,457097,-0.8032
8458,Queretaro,Municipio_0008458,1418287,2.047
8459,Sinaloa,Municipio_0008459,519118,-2.2428
8460,Chihuahua,Municipio_0008460,1425397,1.0199
8461,Campeche,Municipio_0008461,345789,-0.8608
8462,Chihuahua,Municipio_0008462,351606,1.4237
8463,Chihuahua,Municipio_0008463,55560,2.3972
8464,Quintana Roo,Municipio_0008464,349494,-1.7893
8465,Sinaloa,Municipio_0008465,972116,-2.0207
8466,Mexico,Municipio_0008466,822698,0.1824
8467,Oaxaca,Municipio_0008467,927046,2.398
8468,Hidalgo,Municipio_0008468,1930250,1.5051
8469,Hidalgo,Municipio_0008469,381256,0.0506
8470,Michoacan,Municipio_0008470,1686994,-1.903
8471,Chiapas,Municipio_0008471,1031111,-1.0874
8472,Campeche,Municipio_0008472,572668,2.2539
8473,Tabasco,Municipio_0008473,512541,-0.128
8474,Oaxaca,Municipio_0008474,1721363,2.0072
8475,Coahuila,Municipio_0008475,1529757,0.4189
8476,Chiapas,Municipio_0008476,1860700,-1.2659
8477,Quintana Roo,Municipio_0008477,981422,0.059
8478,Mexico,Municipio_0008478,1118567,-2.175
8479,Queretaro,Municipio_0008479,1744652,0.6244
8480,Coahuila,Municipio_0008480,1752455,-1.5711
8481,Tabasco,Municipio_0008481,1426861,-0.495
8482,Tabasco,Municipio_0008482,178124,-0.7647
8483,Puebla,Municipio_0008483,847622,0.9643
8484,Jalisco,Municipio_0008484,678157,-1.0042
8485,Queretaro,Municipio_0008485,253148,2.393
8486,Puebla,Municipio_0008486,1919240,0.9627
8487,Morelos,Municipio_0008487,1847630,1.133
8488,Puebla,Municipio_0008488,1183601,0.9023
8489,San Luis Potosi,Municipio_0008489,162775,0.6525
8490,Tamaulipas,Municipio_0008490,676012,0.9831
8491,Chihuahua,Municipio_0008491,1200262,-2.4542
8492,Nuevo Leon,Municipio_0008492,223947,-1.1059
8493,Sonora,Municipio_0008493,1431480,0.8584
8494,Durango,Municipio_0008494,571605,-2.2088
8495,Sinaloa,Municipio_0008495,789478,-1.3138
8496,Durango,Municipio_0008496,1969435,0.0027
8497,Tlaxcala,Municipio_0008497,672345,1.6454
8498,Chiapas,Municipio_0008498,774840,-1.3375
8499,Sonora,Municipio_0008499,1569312,-1.733
8500,Mexico,Municipio_0008500,533722,-1.932
8501,Morelos,Municipio_0008501,1565439,0.1071
8502,Oaxaca,Municipio_0008502,404875,1.7378
8503,Morelos,Municipio_0008503,301398,-0.9196
8504,San Luis Potosi,Municipio_0008504,155612,2.2751
8505,Oaxaca,Municipio_0008505,722696,-1.2281
8506,Yucatan,Municipio_0008506,1572849,2.0002
8507,Aguascalientes,Municipio_0008507,1563978,-2.1968
8508,Quintana Roo,Municipio_0008508,1174014,0.8345
8509,Oaxaca,Municipio_0008509,505230,1.4592
8510,Puebla,Municipio_0008510,1984560,-0.6031
8511,Colima,Municipio_0008511,1396200,0.8377
8512,Colima,Municipio_0008512,1651547,-1.4611
8513,Nuevo Leon,Municipio_0008513,454895,1.1293
8514,Aguascalientes,Municipio_0008514,1522232,-0.2713
8515,Hidalgo,Municipio_0008515,1588952,1.1874
8516,Coahuila,Municipio_0008516,633582,-0.4634
8517,Colima,Municipio_0008517,305745,0.6874
8518,Yucatan,Municipio_0008518,554043,1.8287
8519,Baja California,Municipio_0008519,78362,0.2908
8520,Nuevo Leon,Municipio_0008520,654496,0.1001
8521,Oaxaca,Municipio_0008521,171759,0.1676
8522,Aguascalientes,Municipio_0008522,1829137,1.1306
8523,Sinaloa,Municipio_0008523,1734831,-1.3842
8524,Guerrero,Municipio_0008524,758293,-1.0056
8525,Nayarit,Municipio_0008525,452796,0.4836
8526,Queretaro,Municipio_0008526,1528023,1.6562
8527,Durango,Municipio_0008527,469382,-1.6024
8528,Colima,Municipio_0008528,1186428,1.5256
8529,San Luis Potosi,Municipio_0008529,140602,-1.0638
8530,Baja California,Municipio_0008530,192996,2.2366
8531,Chiapas,Municipio_0008531,869331,1.0717
8532,Jalisco,Municipio_0008532,186883,2.0663
8533,Morelos,Municipio_0008533,421104,-1.8489
8534,Chiapas,Municipio_0008534,1312926,-1.0026
8535,Tlaxcala,Municipio_0008535,134678,-0.1965
8536,Tamaulipas,Municipio_0008536,740678,-2.1157
8537,Yucatan,Municipio_0008537,864479,2.1192
8538,Nayarit,Municipio_0008538,252722,-0.1023
8539,Durango,Municipio_0008539,1110400,-1.1676
8540,Colima,Municipio_0008540,1798536,-0.7183
8541,Puebla,Municipio_0008541,1282927,1.5896
8542,Queretaro,Municipio_0008542,669775,1.7532
8543,Sonora,Municipio_0008543,361268,-1.4668
8544,Sonora,Municipio_0008544,67910,1.5452
8545,Colima,Municipio_0008545,445788,-0.2352
8546,Tamaulipas,Municipio_0008546,1622430,1.7484
8547,Tamaulipas,Municipio_0008547,904126,0.5346
8548,Zacatecas,Municipio_0008548,193727,0.413
8549,Michoacan,Municipio_0008549,1256870,-1.142
8550,Veracruz,Municipio_0008550,357529,0.1354
8551,Sinaloa,Municipio_0008551,315323,-1.439
8552,Zacatecas,Municipio_0008552,473574,-0.3998
8553,Colima,Municipio_0008553,1319204,-1.6925
8554,Sinaloa,Municipio_0008554,579974,1.7221
8555,Guerrero,Municipio_0008555,1888976,1.2617
8556,Colima,Municipio_0008556,1533327,1.1555
8557,Puebla,Municipio_0008557,1419272,-0.0348
8558,Quintana Roo,Municipio_0008558,1298455,-1.9934
8559,Jalisco,Municipio_0008559,247255,2.3631
8560,Colima,Municipio_0008560,1826559,0.9426
8561,Colima,Municipio_0008561,754903,-2.17
8562,Nayarit,Municipio_0008562,63729,-1.4782
8563,Guerrero,Municipio_0008563,787328,0.4886
8564,San Luis Potosi,Municipio_0008564,273412,-1.1692
8565,Veracruz,Municipio_0008565,1306114,-0.5013
8566,Chihuahua,Municipio_0008566,1658092,2.273
8567,Zacatecas,Municipio_0008567,87880,-1.1489
8568,Quintana Roo,Municipio_0008568,332689,1.1122
8569,Durango,Municipio_0008569,1276673,1.1296
8570,Sinaloa,Municipio_0008570,38318,-0.6181
8571,Durango,Municipio_0008571,574856,-0.1685
8572,Sonora,Municipio_0008572,855558,-1.1135
8573,Morelos,Municipio_0008573,1226120,-1.6254
8574,Veracruz,Municipio_0008574,32295,1.4685
8575,Sonora,Municipio_0008575,1249318,1.7351
8576,Tabasco,Municipio_0008576,1842187,-0.1202
8577,Campeche,Municipio_0008577,1851701,1.5559
8578,Morelos,Municipio_0008578,1509296,1.2482
8579,Puebla,Municipio_0008579,1900564,-0.4758
8580,Sinaloa,Municipio_0008580,533711,0.9709
8581,Nayarit,Municipio_0008581,1150861,-0.0435
8582,Zacatecas,Municipio_0008582,1973676,2.1488
8583,Baja California,Municipio_0008583,246848,-0.7951
8584,Baja California,Municipio_0008584,1423413,1.6114
8585,San Luis Potosi,Municipio_0008585,22893,-2.1014
8586,Jalisco,Municipio_0008586,945867,0.6713
8587,Oaxaca,Municipio_0008587,1066725,-0.349
8588,Hidalgo,Municipio_0008588,1774685,-0.6165
8589,Colima,Municipio_0008589,905411,-2.0632
8590,Guerrero,Municipio_0008590,280871,0.1569
8591,Queretaro,Municipio_0008591,1968405,1.5694
8592,Quintana Roo,Municipio_0008592,1050407,1.8727
8593,Yucatan,Municipio_0008593,69674,-0.5321
8594,Chihuahua,Municipio_0008594,1417518,-1.6894
8595,Oaxaca,Municipio_0008595,1293865,0.4569
8596,Quintana Roo,Municipio_0008596,1816151,0.9051
8597,San Luis Potosi,Municipio_0008597,135081,-2.0394
8598,Morelos,Municipio_0008598,206469,-0.2259
8599,Baja California,Municipio_0008599,297321,0.716
8600,Sonora,Municipio_0008600,171816,1.009
8601,Morelos,Municipio_0008601,725211,0.0634
8602,Jalisco,Municipio_0008602,1753394,0.6133
8603,Chihuahua,Municipio_0008603,223385,-1.8883
8604,Chiapas,Municipio_0008604,1546157,-0.5355
8605,Jalisco,Municipio_0008605,380409,-1.6112
8606,Quintana Roo,Municipio_0008606,261818,-0.3915
8607,Veracruz,Municipio_0008607,104685,-0.0329
8608,Quintana Roo,Municipio_0008608,1514439,0.8149
8609,Sonora,Municipio_0008609,1452983,1.2098
8610,Puebla,Municipio_0008610,183366,-1.3595
8611,Aguascalientes,Municipio_0008611,1695809,-1.6202
8612,Hidalgo,Municipio_0008612,813084,-0.6138
8613,Durango,Municipio_0008613,1572484,-1.7063
8614,Sonora,Municipio_0008614,852221,-1.0861
8615,Guanajuato,Municipio_0008615,1857972,0.7416
8616,Chihuahua,Municipio_0008616,1932625,1.1507
8617,Hidalgo,Municipio_0008617,1008437,-0.6494
8618,Tamaulipas,Municipio_0008618,193083,-0.5846
8619,Guerrero,Municipio_0008619,123928,-2.1203
8620,Oaxaca,Municipio_0008620,119334,-1.564
8621,Campeche,Municipio_0008621,1737233,-0.0362
8622,Guerrero,Municipio_0008622,808697,-1.9924
8623,Nuevo Leon,Municipio_0008623,639664,1.3583
8624,Mexico,Municipio_0008624,381448,1.5116
8625,Veracruz,Municipio_0008625,76523,1.938
8626,Hidalgo,Municipio_0008626,528181,1.6545
8627,Queretaro,Municipio_0008627,837903,-2.4687
8628,Quintana Roo,Municipio_0008628,686990,0.6263
8629,Guerrero,Municipio_0008629,1648063,-1.7444
8630,Jalisco,Municipio_0008630,113416,-1.344
8631,Guanajuato,Municipio_0008631,1012409,0.9915
8632,Yucatan,Municipio_0008632,62445,-0.8032
8633,Sonora,Municipio_0008633,134763,-0.8893
8634,Nayarit,Municipio_0008634,1814964,1.9815
8635,Yucatan,Municipio_0008635,1245293,-2.067
8636,Durango,Municipio_0008636,109593,-1.979
8637,Campeche,Municipio_0008637,667620,2.4438
8638,Tlaxcala,Municipio_0008638,1959446,-0.2373
8639,Coahuila,Municipio_0008639,1071970,-0.3359
8640,Durango,Municipio_0008640,81858,-1.1841
8641,Yucatan,Municipio_0008641,860861,1.4944
8642,Zacatecas,Municipio_0008642,235412,2.2973
8643,Tamaulipas,Municipio_0008643,1704118,0.6322
8644,Tabasco,Municipio_0008644,1673304,-0.2955
8645,Colima,Municipio_0008645,528205,2.0192
8646,San Luis Potosi,Municipio_0008646,1233003,1.3223
8647,Oaxaca,Municipio_0008647,1540693,0.5235
8648,Colima,Municipio_0008648,1126835,-1.4638
8649,Nayarit,Municipio_0008649,285785,-0.0776
8650,Coahuila,Municipio_0008650,1794493,1.7593
8651,Queretaro,Municipio_0008651,1740278,-0.9151
8652,Coahuila,Municipio_0008652,1411098,0.4562
8653,Puebla,Municipio_0008653,83311,-2.2291
8654,Durango,Municipio_0008654,665456,-0.5362
8655,Aguascalientes,Municipio_0008655,1793215,0.5152
8656,Zacatecas,Municipio_0008656,536687,-1.1603
8657,San Luis Potosi,Municipio_0008657,356433,-0.1411
8658,Tabasco,Municipio_0008658,118121,0.7582
8659,Quintana Roo,Municipio_0008659,1439754,2.3921
8660,Chiapas,Municipio_0008660,1347362,-2.2173
8661,Puebla,Municipio_0008661,1340842,0.9675
8662,Baja California,Municipio_0008662,900066,1.8956
8663,Yucatan,Municipio_0008663,875507,-1.6447
8664,San Luis Potosi,Municipio_0008664,1921683,-1.2639
8665,Zacatecas,Municipio_0008665,1027621,2.1411
8666,Morelos,Municipio_0008666,1081648,0.6508
8667,Sonora,Municipio_0008667,149887,0.7365
8668,Michoacan,Municipio_0008668,1126569,-2.0222
8669,Baja California,Municipio_0008669,1914010,0.8254
8670,Baja California,Municipio_0008670,592118,-1.8982
8671,Aguascalientes,Municipio_0008671,1215453,0.7037
